pair,time,open,high,low,close
EURJPY_OTC,2025-08-16 00:58,149.99956,150.01544,149.98899,149.99363
EURJPY_OTC,2025-08-16 00:59,149.99524,150.00041,149.98294,149.99576
EURJPY_OTC,2025-08-16 01:00,149.9997,150.01155,149.99769,150.00616
EURJPY_OTC,2025-08-16 01:01,150.00642,150.01803,149.99447,150.01551
EURJPY_OTC,2025-08-16 01:02,149.99852,150.01539,149.98384,149.99918
EURJPY_OTC,2025-08-16 01:03,149.99614,149.99952,149.98149,149.98906
EURJPY_OTC,2025-08-16 01:04,150.00928,150.01783,149.99757,150.0058
EURJPY_OTC,2025-08-16 01:05,150.00294,150.00544,149.99465,149.99692
EURJPY_OTC,2025-08-16 01:06,150.00848,150.00987,150.0025,150.00945
EURJPY_OTC,2025-08-16 01:07,149.99869,150.00202,149.98967,150.00004
EURJPY_OTC,2025-08-16 01:08,150.00081,150.01935,149.99776,150.00089
EURJPY_OTC,2025-08-16 01:09,150.00512,150.01627,149.98801,150.00938
EURJPY_OTC,2025-08-16 01:10,149.99699,150.01232,149.98827,150.00309
EURJPY_OTC,2025-08-16 01:11,149.99652,150.00139,149.99505,149.99907
EURJPY_OTC,2025-08-16 01:12,149.99487,149.99559,149.97914,149.98982
EURJPY_OTC,2025-08-16 01:13,149.99971,150.01816,149.99006,150.00953
EURJPY_OTC,2025-08-16 01:14,150.00618,150.01988,149.9961,150.01027
EURJPY_OTC,2025-08-16 01:15,149.99904,150.0103,149.98614,150.0076
EURJPY_OTC,2025-08-16 01:16,149.99157,149.99779,149.97266,149.99311
EURJPY_OTC,2025-08-16 01:17,150.00018,150.01524,149.99187,150.0139
EURJPY_OTC,2025-08-16 01:18,149.99861,150.01364,149.99456,149.99468
EURJPY_OTC,2025-08-16 01:19,149.99452,150.0108,149.9817,149.99343
EURJPY_OTC,2025-08-16 01:20,149.99728,150.00074,149.99409,149.99472
EURJPY_OTC,2025-08-16 01:21,149.99363,150.00426,149.97896,149.98025
EURJPY_OTC,2025-08-16 01:22,150.00291,150.02225,149.98728,150.00132
EURJPY_OTC,2025-08-16 01:23,149.99914,150.00247,149.99577,149.99715
EURJPY_OTC,2025-08-16 01:24,149.99707,149.99901,149.98509,149.9952
EURJPY_OTC,2025-08-16 01:25,149.99786,150.015,149.98111,149.98189
EURJPY_OTC,2025-08-16 01:26,149.99968,150.01019,149.99116,149.99244
EURJPY_OTC,2025-08-16 01:27,150.00734,150.00807,149.98809,150.00475
EURJPY_OTC,2025-08-16 01:28,150.00059,150.01633,149.98193,150.00483
EURJPY_OTC,2025-08-16 01:29,149.99094,150.00487,149.98783,150.00207
EURJPY_OTC,2025-08-16 01:30,149.99013,149.99837,149.97601,149.98414
EURJPY_OTC,2025-08-16 01:31,149.99282,149.99426,149.9786,149.99207
EURJPY_OTC,2025-08-16 01:32,150.00925,150.01994,149.98944,150.01051
EURJPY_OTC,2025-08-16 01:33,149.99401,150.00896,149.99079,150.00172
EURJPY_OTC,2025-08-16 01:34,150.00992,150.01568,149.99044,149.99329
EURJPY_OTC,2025-08-16 01:35,149.9991,150.01428,149.98996,149.99621
EURJPY_OTC,2025-08-16 01:36,149.99425,150.00083,149.98752,149.99513
EURJPY_OTC,2025-08-16 01:37,149.99397,150.00424,149.98912,149.99073
EURJPY_OTC,2025-08-16 01:38,149.99966,150.01579,149.98121,150.00128
EURJPY_OTC,2025-08-16 01:39,149.99865,150.00838,149.98218,149.99586
EURJPY_OTC,2025-08-16 01:40,150.00282,150.01856,149.99165,149.99873
EURJPY_OTC,2025-08-16 01:41,150.00654,150.00748,150.00546,150.0074
EURJPY_OTC,2025-08-16 01:42,149.99056,150.00058,149.98302,149.99389
EURJPY_OTC,2025-08-16 01:43,150.00882,150.02501,149.99694,150.02475
EURJPY_OTC,2025-08-16 01:44,150.00641,150.01218,150.00007,150.00965
EURJPY_OTC,2025-08-16 01:45,149.99458,150.00711,149.99147,149.99441
EURJPY_OTC,2025-08-16 01:46,149.99963,150.01624,149.99605,150.00974
EURJPY_OTC,2025-08-16 01:47,150.00835,150.011,149.99342,150.00653
EURJPY_OTC,2025-08-16 01:48,149.99116,150.0089,149.97447,149.99304
EURJPY_OTC,2025-08-16 01:49,149.99018,149.99277,149.98181,149.98385
EURJPY_OTC,2025-08-16 01:50,149.99843,150.00851,149.98111,149.98559
EURJPY_OTC,2025-08-16 01:51,150.00838,150.0233,149.99726,150.00233
EURJPY_OTC,2025-08-16 01:52,150.00404,150.01519,149.98507,149.98805
EURJPY_OTC,2025-08-16 01:53,150.00444,150.00579,149.98546,149.98683
EURJPY_OTC,2025-08-16 01:54,149.99849,150.00093,149.98454,149.98995
EURJPY_OTC,2025-08-16 01:55,149.99301,150.00828,149.9829,150.00814
EURJPY_OTC,2025-08-16 01:56,149.99607,150.00758,149.98395,149.99518
EURJPY_OTC,2025-08-16 01:57,150.00132,150.019,149.99387,149.99889
EURJPY_OTC,2025-08-16 01:58,149.99697,150.00359,149.98453,149.98532
EURJPY_OTC,2025-08-16 01:59,149.995,150.01194,149.97849,149.98483
EURJPY_OTC,2025-08-16 02:00,150.00186,150.00758,149.99941,150.0
EURJPY_OTC,2025-08-16 02:01,149.9916,149.99594,149.97394,149.97474
EURJPY_OTC,2025-08-16 02:02,149.99548,150.00276,149.99246,150.00112
EURJPY_OTC,2025-08-16 02:03,149.99397,149.99537,149.99243,149.99246
EURJPY_OTC,2025-08-16 02:04,150.00448,150.02169,149.99849,150.01598
EURJPY_OTC,2025-08-16 02:05,150.00407,150.01423,149.98744,149.98894
EURJPY_OTC,2025-08-16 02:06,150.00331,150.01468,150.00014,150.00921
EURJPY_OTC,2025-08-16 02:07,150.00144,150.01738,149.99817,150.00251
EURJPY_OTC,2025-08-16 02:08,149.9921,150.00527,149.97499,149.9793
EURJPY_OTC,2025-08-16 02:09,150.0059,150.02355,150.00379,150.00854
EURJPY_OTC,2025-08-16 02:10,149.99632,150.01454,149.99312,150.00378
EURJPY_OTC,2025-08-16 02:11,149.99375,150.01198,149.97537,149.97884
EURJPY_OTC,2025-08-16 02:12,149.99246,150.00896,149.99155,150.00814
EURJPY_OTC,2025-08-16 02:13,150.00437,150.02183,149.99545,150.02096
EURJPY_OTC,2025-08-16 02:14,149.99682,150.00436,149.98599,149.99112
EURJPY_OTC,2025-08-16 02:15,149.99941,150.01647,149.98008,149.99439
EURJPY_OTC,2025-08-16 02:16,150.00992,150.02649,149.99947,150.00403
EURJPY_OTC,2025-08-16 02:17,150.00467,150.01977,149.99168,149.9962
EURJPY_OTC,2025-08-16 02:18,150.00684,150.00865,149.98883,150.00633
EURJPY_OTC,2025-08-16 02:19,150.00983,150.0175,149.99041,150.01216
EURJPY_OTC,2025-08-16 02:20,150.00336,150.02333,150.00253,150.01349
EURJPY_OTC,2025-08-16 02:21,149.99971,150.00003,149.99081,149.99124
EURJPY_OTC,2025-08-16 02:22,149.99923,150.01499,149.99819,150.00771
EURJPY_OTC,2025-08-16 02:23,149.99759,150.01628,149.98551,149.99931
EURJPY_OTC,2025-08-16 02:24,150.00759,150.02695,149.9897,150.01098
EURJPY_OTC,2025-08-16 02:25,150.00114,150.007,149.98402,149.99598
EURJPY_OTC,2025-08-16 02:26,150.00113,150.01281,149.99531,150.00113
EURJPY_OTC,2025-08-16 02:27,149.99543,150.00997,149.97674,149.97818
EURJPY_OTC,2025-08-16 02:28,149.99798,150.01308,149.99311,150.00561
EURJPY_OTC,2025-08-16 02:29,149.99403,150.00533,149.98161,149.99594
EURJPY_OTC,2025-08-16 02:30,150.00942,150.01915,150.00089,150.01332
EURJPY_OTC,2025-08-16 02:31,150.00705,150.01235,150.00405,150.00531
EURJPY_OTC,2025-08-16 02:32,149.99997,150.00465,149.99751,150.00305
EURJPY_OTC,2025-08-16 02:33,150.00063,150.01672,149.99702,150.00349
EURJPY_OTC,2025-08-16 02:34,150.00425,150.01989,149.98482,150.0181
EURJPY_OTC,2025-08-16 02:35,150.0091,150.02662,149.99215,150.00109
EURJPY_OTC,2025-08-16 02:36,150.00753,150.01969,149.99401,150.00513
EURJPY_OTC,2025-08-16 02:37,150.00438,150.01222,150.0028,150.01118
EURJPY_OTC,2025-08-16 02:38,150.00831,150.02569,150.00293,150.01724
EURJPY_OTC,2025-08-16 02:39,149.99957,150.01869,149.98391,149.9915
EURJPY_OTC,2025-08-16 02:40,150.00909,150.01072,150.00436,150.00945
EURJPY_OTC,2025-08-16 02:41,149.9955,150.00054,149.99224,149.99837
EURJPY_OTC,2025-08-16 02:42,149.99306,150.00229,149.99211,149.99389
EURJPY_OTC,2025-08-16 02:43,149.99437,150.00326,149.97964,149.98455
EURJPY_OTC,2025-08-16 02:44,149.99481,150.0044,149.98867,150.00095
EURJPY_OTC,2025-08-16 02:45,149.99442,150.0009,149.97519,149.98069
EURJPY_OTC,2025-08-16 02:46,150.00509,150.00815,149.99459,149.99561
EURJPY_OTC,2025-08-16 02:47,150.0083,150.01018,149.99553,150.00497
EURJPY_OTC,2025-08-16 02:48,149.99262,150.01053,149.98553,149.99189
EURJPY_OTC,2025-08-16 02:49,149.99209,150.00751,149.98895,150.00127
EURJPY_OTC,2025-08-16 02:50,149.99895,150.01368,149.98235,149.99127
EURJPY_OTC,2025-08-16 02:51,149.99973,150.0107,149.99808,149.99906
EURJPY_OTC,2025-08-16 02:52,149.99766,150.00846,149.98564,149.99157
EURJPY_OTC,2025-08-16 02:53,149.99416,150.00135,149.98147,149.98653
EURJPY_OTC,2025-08-16 02:54,150.00222,150.02052,149.98303,149.99152
EURJPY_OTC,2025-08-16 02:55,150.00055,150.00243,149.98376,149.98574
EURJPY_OTC,2025-08-16 02:56,150.00917,150.02854,150.0079,150.01809
EURJPY_OTC,2025-08-16 02:57,149.99955,150.00001,149.98004,149.99207
EURJPY_OTC,2025-08-16 02:58,149.99459,150.01064,149.97631,150.00888
EURJPY_OTC,2025-08-16 02:59,150.00876,150.01582,149.99666,150.00758
EURJPY_OTC,2025-08-16 03:00,149.99714,150.0149,149.97902,150.01116
EURJPY_OTC,2025-08-16 03:01,149.99751,150.01485,149.98116,150.00278
EURJPY_OTC,2025-08-16 03:02,149.99667,150.01547,149.98041,149.99439
EURJPY_OTC,2025-08-16 03:03,149.9918,149.99583,149.98674,149.98759
EURJPY_OTC,2025-08-16 03:04,150.00009,150.01559,149.98064,149.98216
EURJPY_OTC,2025-08-16 03:05,149.99799,150.00183,149.99304,149.99416
EURJPY_OTC,2025-08-16 03:06,149.99053,150.00355,149.98376,149.99628
EURJPY_OTC,2025-08-16 03:07,149.99122,150.00637,149.98777,149.98955
EURJPY_OTC,2025-08-16 03:08,149.99326,149.99476,149.9804,149.98657
EURJPY_OTC,2025-08-16 03:09,149.99594,149.99898,149.98855,149.99021
EURJPY_OTC,2025-08-16 03:10,149.99844,150.00694,149.9932,150.00354
EURJPY_OTC,2025-08-16 03:11,149.99385,150.00812,149.97674,150.00735
EURJPY_OTC,2025-08-16 03:12,150.00589,150.0107,150.00059,150.00559
EURJPY_OTC,2025-08-16 03:13,150.00351,150.01693,149.9934,150.00915
EURJPY_OTC,2025-08-16 03:14,149.9994,149.99989,149.99057,149.9953
EURJPY_OTC,2025-08-16 03:15,150.00414,150.00811,149.99019,149.99284
EURJPY_OTC,2025-08-16 03:16,150.0017,150.00269,149.9927,150.00035
EURJPY_OTC,2025-08-16 03:17,150.00908,150.01622,150.00363,150.00539
EURJPY_OTC,2025-08-16 03:18,150.00866,150.02115,149.99454,149.99482
EURJPY_OTC,2025-08-16 03:19,150.00178,150.00639,149.98272,149.99645
EURJPY_OTC,2025-08-16 03:20,150.00868,150.01732,149.99898,150.00436
EURJPY_OTC,2025-08-16 03:21,149.99368,150.00897,149.98061,150.00321
EURJPY_OTC,2025-08-16 03:22,150.00093,150.01506,149.99234,149.99854
EURJPY_OTC,2025-08-16 03:23,150.00562,150.01317,149.98596,150.00454
EURJPY_OTC,2025-08-16 03:24,149.99863,150.01532,149.98694,150.00644
EURJPY_OTC,2025-08-16 03:25,149.99126,150.00798,149.97224,149.98465
EURJPY_OTC,2025-08-16 03:26,150.00909,150.01155,149.99545,150.00038
EURJPY_OTC,2025-08-16 03:27,150.00987,150.01736,149.99169,150.00385
EURJPY_OTC,2025-08-16 03:28,150.00767,150.02335,150.00756,150.02183
EURJPY_OTC,2025-08-16 03:29,150.00882,150.02778,150.00015,150.00041
EURJPY_OTC,2025-08-16 03:30,149.99187,149.99726,149.98364,149.98717
EURJPY_OTC,2025-08-16 03:31,149.99444,149.99685,149.99435,149.99566
EURJPY_OTC,2025-08-16 03:32,150.00286,150.00722,149.98674,150.0003
EURJPY_OTC,2025-08-16 03:33,149.99093,150.00088,149.9861,149.99615
EURJPY_OTC,2025-08-16 03:34,150.00647,150.01492,149.98753,149.99028
EURJPY_OTC,2025-08-16 03:35,149.99136,149.99322,149.97705,149.99192
EURJPY_OTC,2025-08-16 03:36,150.00615,150.024,150.00028,150.02261
EURJPY_OTC,2025-08-16 03:37,150.00723,150.02431,149.9911,149.99808
EURJPY_OTC,2025-08-16 03:38,149.99885,150.01231,149.99817,150.00001
EURJPY_OTC,2025-08-16 03:39,149.99706,150.00304,149.98693,149.98988
EURJPY_OTC,2025-08-16 03:40,150.00524,150.00886,149.99828,149.99847
EURJPY_OTC,2025-08-16 03:41,149.99113,150.00468,149.98704,149.99117
EURJPY_OTC,2025-08-16 03:42,150.00446,150.01012,149.98483,150.00228
EURJPY_OTC,2025-08-16 03:43,150.00729,150.01614,149.98929,149.99104
EURJPY_OTC,2025-08-16 03:44,149.99786,149.99953,149.99558,149.99633
EURJPY_OTC,2025-08-16 03:45,149.99824,150.01395,149.98011,149.9952
EURJPY_OTC,2025-08-16 03:46,149.99807,150.01366,149.98079,149.99131
EURJPY_OTC,2025-08-16 03:47,149.99495,150.01236,149.98928,150.00726
EURJPY_OTC,2025-08-16 03:48,150.00277,150.00423,149.98867,149.99165
EURJPY_OTC,2025-08-16 03:49,150.00554,150.02032,150.00183,150.00642
EURJPY_OTC,2025-08-16 03:50,150.00478,150.01975,149.99852,149.99911
EURJPY_OTC,2025-08-16 03:51,149.99671,150.01488,149.98876,149.99023
EURJPY_OTC,2025-08-16 03:52,150.00495,150.02462,149.99396,149.99541
EURJPY_OTC,2025-08-16 03:53,150.00495,150.01706,149.99097,150.01502
EURJPY_OTC,2025-08-16 03:54,149.99847,150.0075,149.98932,150.00206
EURJPY_OTC,2025-08-16 03:55,150.00504,150.02247,149.98842,150.01283
EURJPY_OTC,2025-08-16 03:56,150.00175,150.01475,149.99063,149.99168
EURJPY_OTC,2025-08-16 03:57,149.99822,150.01647,149.9916,150.00574
EURJPY_OTC,2025-08-16 03:58,149.99389,150.00678,149.97619,149.99409
EURJPY_OTC,2025-08-16 03:59,149.99351,149.99859,149.98614,149.99156
EURJPY_OTC,2025-08-16 04:00,150.00284,150.01877,149.99027,150.00585
EURJPY_OTC,2025-08-16 04:01,149.99777,150.01016,149.98099,150.00306
EURJPY_OTC,2025-08-16 04:02,149.99613,150.01228,149.98254,150.00278
EURJPY_OTC,2025-08-16 04:03,150.00078,150.0137,149.98896,150.00893
EURJPY_OTC,2025-08-16 04:04,150.00355,150.02274,149.98751,149.99833
EURJPY_OTC,2025-08-16 04:05,150.00098,150.01091,149.99965,150.004
EURJPY_OTC,2025-08-16 04:06,149.99732,150.01707,149.97995,149.99132
EURJPY_OTC,2025-08-16 04:07,150.00165,150.00648,149.99108,150.00359
EURJPY_OTC,2025-08-16 04:08,149.99535,150.01518,149.99246,150.00323
EURJPY_OTC,2025-08-16 04:09,149.99972,150.01791,149.99627,150.01514
EURJPY_OTC,2025-08-16 04:10,150.00107,150.02088,149.98859,149.99583
EURJPY_OTC,2025-08-16 04:11,150.0049,150.01568,149.99251,150.00472
EURJPY_OTC,2025-08-16 04:12,150.00906,150.02475,150.00348,150.00589
EURJPY_OTC,2025-08-16 04:13,150.00933,150.02363,150.00255,150.01578
EURJPY_OTC,2025-08-16 04:14,150.0055,150.0174,149.99184,149.99739
EURJPY_OTC,2025-08-16 04:15,149.99112,149.99868,149.97516,149.99241
EURJPY_OTC,2025-08-16 04:16,150.00925,150.01105,149.99472,150.00789
EURJPY_OTC,2025-08-16 04:17,150.00951,150.01262,149.99111,149.99915
EURJPY_OTC,2025-08-16 04:18,149.9934,150.00272,149.98463,149.99034
EURJPY_OTC,2025-08-16 04:19,149.9959,150.01206,149.98322,149.99189
EURJPY_OTC,2025-08-16 04:20,149.9936,150.00223,149.98338,149.98617
EURJPY_OTC,2025-08-16 04:21,150.00719,150.02003,149.99635,150.01163
EURJPY_OTC,2025-08-16 04:22,149.99014,149.99063,149.97287,149.97553
EURJPY_OTC,2025-08-16 04:23,149.99959,150.00552,149.99289,149.99603
EURJPY_OTC,2025-08-16 04:24,150.00122,150.00342,149.9938,150.00333
EURJPY_OTC,2025-08-16 04:25,149.99214,149.99683,149.9861,149.99437
EURJPY_OTC,2025-08-16 04:26,150.00472,150.00704,150.00284,150.00648
EURJPY_OTC,2025-08-16 04:27,150.00237,150.01478,149.99997,150.01275
EURJPY_OTC,2025-08-16 04:28,150.00085,150.01522,149.99966,150.00775
EURJPY_OTC,2025-08-16 04:29,150.00183,150.01858,149.98551,150.00594
EURJPY_OTC,2025-08-16 04:30,150.00029,150.01817,149.99072,149.9941
EURJPY_OTC,2025-08-16 04:31,150.00253,150.01914,149.9875,149.99847
EURJPY_OTC,2025-08-16 04:32,150.00405,150.00457,150.00259,150.00346
EURJPY_OTC,2025-08-16 04:33,149.99494,150.0025,149.99416,149.99529
EURJPY_OTC,2025-08-16 04:34,150.00482,150.01862,149.99457,149.9952
EURJPY_OTC,2025-08-16 04:35,149.99873,150.00335,149.99321,149.99808
EURJPY_OTC,2025-08-16 04:36,150.00223,150.00577,149.99605,149.99812
EURJPY_OTC,2025-08-16 04:37,149.99894,150.00596,149.98826,150.00016
EURJPY_OTC,2025-08-16 04:38,149.99585,150.0015,149.98852,149.99906
EURJPY_OTC,2025-08-16 04:39,150.00861,150.01898,149.98885,149.99513
EURJPY_OTC,2025-08-16 04:40,149.99692,150.00333,149.97734,149.97832
EURJPY_OTC,2025-08-16 04:41,149.99493,150.00378,149.97764,149.98799
EURJPY_OTC,2025-08-16 04:42,150.00286,150.01662,149.99981,150.00636
EURJPY_OTC,2025-08-16 04:43,149.99817,150.00896,149.99137,149.99797
EURJPY_OTC,2025-08-16 04:44,149.9971,150.00317,149.98874,149.99682
EURJPY_OTC,2025-08-16 04:45,149.99672,150.00229,149.9929,149.99431
EURJPY_OTC,2025-08-16 04:46,149.99387,150.00623,149.97471,149.97977
EURJPY_OTC,2025-08-16 04:47,149.99162,149.99498,149.98669,149.99168
EURJPY_OTC,2025-08-16 04:48,150.00727,150.02284,149.98929,150.01544
EURJPY_OTC,2025-08-16 04:49,150.00069,150.00769,149.98248,150.00285
EURJPY_OTC,2025-08-16 04:50,150.00872,150.01504,150.00155,150.0069
EURJPY_OTC,2025-08-16 04:51,150.00307,150.01036,149.98612,150.01035
EURJPY_OTC,2025-08-16 04:52,150.0034,150.01433,149.98567,150.00257
EURJPY_OTC,2025-08-16 04:53,150.00545,150.02059,149.99462,149.99638
EURJPY_OTC,2025-08-16 04:54,149.99829,150.01236,149.98231,150.00241
EURJPY_OTC,2025-08-16 04:55,149.99137,150.00095,149.98893,149.99043
EURJPY_OTC,2025-08-16 04:56,149.99153,149.99587,149.97476,149.989
EURJPY_OTC,2025-08-16 04:57,150.0095,150.01464,149.99927,150.00902
EURJPY_OTC,2025-08-16 04:58,150.00402,150.01969,150.00025,150.01077
EURJPY_OTC,2025-08-16 04:59,149.99929,150.00223,149.97955,149.99894
EURJPY_OTC,2025-08-16 05:00,150.00166,150.01315,149.98422,150.00649
EURJPY_OTC,2025-08-16 05:01,149.99256,150.01087,149.97389,149.97998
EURJPY_OTC,2025-08-16 05:02,149.99388,150.01082,149.98656,150.0004
EURJPY_OTC,2025-08-16 05:03,150.00552,150.02238,150.00132,150.01769
EURJPY_OTC,2025-08-16 05:04,150.00327,150.0225,149.98547,149.99546
EURJPY_OTC,2025-08-16 05:05,149.99344,150.01124,149.98171,149.99368
EURJPY_OTC,2025-08-16 05:06,149.99082,149.99718,149.97656,149.97875
EURJPY_OTC,2025-08-16 05:07,150.00841,150.02427,149.99983,150.02154
EURJPY_OTC,2025-08-16 05:08,150.00381,150.01742,149.99755,149.99982
EURJPY_OTC,2025-08-16 05:09,150.0074,150.0225,150.0036,150.00739
EURJPY_OTC,2025-08-16 05:10,150.00498,150.00563,149.9943,150.00306
EURJPY_OTC,2025-08-16 05:11,150.00154,150.01059,149.98816,150.00489
EURJPY_OTC,2025-08-16 05:12,150.00841,150.0086,150.00463,150.00759
EURJPY_OTC,2025-08-16 05:13,150.00402,150.01954,149.99376,150.01341
EURJPY_OTC,2025-08-16 05:14,150.00956,150.01608,149.99983,150.00876
EURJPY_OTC,2025-08-16 05:15,150.00665,150.02533,149.99949,150.00282
EURJPY_OTC,2025-08-16 05:16,150.00893,150.02227,149.99297,150.00907
EURJPY_OTC,2025-08-16 05:17,149.99911,150.01721,149.99607,150.00687
EURJPY_OTC,2025-08-16 05:18,149.99424,150.00274,149.99185,149.9987
EURJPY_OTC,2025-08-16 05:19,149.991,150.00877,149.98869,149.99684
EURJPY_OTC,2025-08-16 05:20,150.00127,150.00475,149.98383,149.99347
EURJPY_OTC,2025-08-16 05:21,149.9977,150.01004,149.99182,149.9935
EURJPY_OTC,2025-08-16 05:22,150.00197,150.01507,150.0007,150.01336
EURJPY_OTC,2025-08-16 05:23,150.0,150.00976,149.98762,149.99644
EURJPY_OTC,2025-08-16 05:24,149.99662,150.00243,149.99453,149.99979
EURJPY_OTC,2025-08-16 05:25,150.00058,150.00225,149.99684,149.99732
EURJPY_OTC,2025-08-16 05:26,150.0045,150.00991,150.00314,150.00915
EURJPY_OTC,2025-08-16 05:27,150.00031,150.00097,149.99297,149.99766
EURJPY_OTC,2025-08-16 05:28,150.00155,150.01509,149.99961,150.0014
EURJPY_OTC,2025-08-16 05:29,149.99376,149.99557,149.97891,149.99323
EURJPY_OTC,2025-08-16 05:30,150.00605,150.0098,150.0005,150.00481
EURJPY_OTC,2025-08-16 05:31,150.00897,150.01417,150.00048,150.00341
EURJPY_OTC,2025-08-16 05:32,149.99546,149.99933,149.982,149.9907
EURJPY_OTC,2025-08-16 05:33,149.99066,149.99239,149.98446,149.99195
EURJPY_OTC,2025-08-16 05:34,150.00738,150.02524,149.99102,150.02119
EURJPY_OTC,2025-08-16 05:35,149.9949,150.00519,149.98733,149.99649
EURJPY_OTC,2025-08-16 05:36,149.99284,150.00741,149.97869,150.00503
EURJPY_OTC,2025-08-16 05:37,149.99579,149.99623,149.99431,149.99592
EURJPY_OTC,2025-08-16 05:38,149.99335,150.0102,149.98759,149.99006
EURJPY_OTC,2025-08-16 05:39,150.00643,150.01676,149.99213,150.00276
EURJPY_OTC,2025-08-16 05:40,150.00643,150.01308,149.99565,149.99833
